"report_name","year","scope","value","unit","unit_normalized","page","metric_name","display_type"
"smith (ds) plc_2021_report.pdf",2019,"3",4413,"Kt CO2e","kt CO2e","54","Total Scope 3 emissions/total Scope 3 emissions","Table"
"smith (ds) plc_2021_report.pdf",2020,"3",5048,"Kt CO2e","kt CO2e","54","Total Scope 3 emissions/total Scope 3 emissions","Table"
"stantec inc_2019_report.pdf",2017,"1",9585,"mtCO2e","mt CO2e","79","Scope 1","Table"
"stantec inc_2019_report.pdf",2018,"1",10333,"mtCO2e","mt CO2e","79","Scope 1","Table"
"stantec inc_2019_report.pdf",2019,"1",7540,"mtCO2e","mt CO2e","79","Scope 1","Table"
"stantec inc_2019_report.pdf",2017,"2lb",43228,"mtCO2e","mt CO2e","79","Scope 2","Table"
"stantec inc_2019_report.pdf",2018,"2lb",37810,"mtCO2e","mt CO2e","79","Scope 2","Table"
"stantec inc_2019_report.pdf",2019,"2lb",40726,"mtCO2e","mt CO2e","79","Scope 2","Table"
"stantec inc_2019_report.pdf",2017,"3",26800,"mtCO2e","mt CO2e","79","Scope 3","Table"
"stantec inc_2019_report.pdf",2018,"3",29318,"mtCO2e","mt CO2e","79","Scope 3","Table"
"stantec inc_2019_report.pdf",2019,"3",29301,"mtCO2e","mt CO2e","79","Scope 3","Table"
"sumitomo corporation_2021_report.pdf",2020,"1",1526724,"tCO2e","t CO2e","136","Scope 1/Scope 1: 1,526,724","Text"
"sumitomo corporation_2021_report.pdf",2017,"2lb",752378,"tCO2e","t CO2e","121","Scope2","Table"
"sumitomo corporation_2021_report.pdf",2018,"2lb",630412,"tCO2e","t CO2e","121","Scope2","Table"
"sumitomo corporation_2021_report.pdf",2019,"2lb",683156,"tCO2e","t CO2e","121","Scope2","Table"
"sumitomo corporation_2021_report.pdf",2020,"2lb",652611,"t-CO2e","t CO2e","121","Scope2","Table"
"sumitomo corporation_2021_report.pdf",2017,"3",73980,"t-CO2e","t CO2e","121","GHG Emissions (Scope3)","Table"
"sumitomo corporation_2021_report.pdf",2018,"3",71320,"t-CO2e","t CO2e","121","GHG Emissions (Scope3)","Table"
"sumitomo corporation_2021_report.pdf",2019,"3",62187,"t-CO2e","t CO2e","121","GHG Emissions (Scope3)","Table"
"sumitomo corporation_2021_report.pdf",2020,"3",34381,"t-CO2e","t CO2e","121","GHG Emissions (Scope3)","Table"
"kfw_2018_report.pdf",2014,"1",4636,"tonnes","t","91","Emissions from direct energy consumption (Scope 1)","Table"
"kfw_2018_report.pdf",2015,"1",5095,"tonnes","t","91","Emissions from direct energy consumption (Scope 1)","Table"
"kfw_2018_report.pdf",2016,"1",5260,"tonnes","t","91","Emissions from direct energy consumption (Scope 1)","Table"
"kfw_2018_report.pdf",2017,"1",5616,"tonnes","t","91","Emissions from direct energy consumption (Scope 1)","Table"
"kfw_2018_report.pdf",2018,"1",5571,"tonnes","t","91","Emissions from direct energy consumption (Scope 1)","Table"
"kfw_2018_report.pdf",2017,"2lb",16592,"tonnes","t","91","Location-based, 2017","Table"
"kfw_2018_report.pdf",2018,"2lb",9564,"tonnes","t","91","Location-based, 2018","Table"
"kfw_2018_report.pdf",2017,"2mb",16257,"tonnes","t","91","Market-based, 2017","Table"
"kfw_2018_report.pdf",2018,"2mb",7732,"tonnes","t","91","Market-based, 2018","Table"
"toshiba tec corp_2022_report.pdf",2020,"1",3,"thousand t-CO2","kt CO2","31","Direct emissions (Scope 1)","Table"
"toshiba tec corp_2022_report.pdf",2021,"1",3.1,"thousand t-CO2","kt CO2","31","Direct emissions (Scope 1)","Table"
"toshiba tec corp_2022_report.pdf",2020,"2lb",48.8,"thousand t-CO 2","kt CO2","31","Indirect emissions associated with energy use (Scope 2)","Table"
"toshiba tec corp_2022_report.pdf",2021,"2lb",45.5,"thousand t-CO 2","kt CO2","31","Indirect emissions associated with energy use (Scope 2)","Table"
"varta ag_2021_report.pdf",2019,"1",3598,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 1/Scope 1","Table/Graphic"
"varta ag_2021_report.pdf",2020,"1",4417,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 1/Scope 1","Table/Graphic"
"varta ag_2021_report.pdf",2021,"1",5894,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 1/Scope 1","Table/Graphic"
"varta ag_2021_report.pdf",2019,"2lb",17038,"CO2-eq t","CO2e t","39","The location-based approach would result in the following ﬁgures","Other/Graphic"
"varta ag_2021_report.pdf",2020,"2lb",20885,"CO2-eq t","CO2e t","39","The location-based approach would result in the following ﬁgures","Other/Graphic"
"varta ag_2021_report.pdf",2021,"2lb",23503,"CO2-eq t","CO2e t","39","The location-based approach would result in the following ﬁgures","Other/Graphic"
"varta ag_2021_report.pdf",2019,"2mb",10347,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 2","Table"
"varta ag_2021_report.pdf",2020,"2mb",12296,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 2","Table"
"varta ag_2021_report.pdf",2021,"2mb",1168,"CO2-eq t","CO2e t","39","VARTA AG’s GHG emissions in CO2 eq t - Scope 2","Table"
"uniper_2019_report.pdf",2017,"1",63.3,"million metric tons","million t","15","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2017,"1",63.3,"million metric tons","million t","66","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2018,"1",59.5,"million metric tons","million t","15","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2018,"1",59.5,"million metric tons","million t","66","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2019,"1",47,"million metric tons","million t","15","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2019,"1",47,"million metric tons","million t","66","Direct CO2 emissions from fuel combustion by country GRI 305-1","Table"
"uniper_2019_report.pdf",2018,"2lb",1101032,"metric tons","t","66","Greenhouse Gas Protocol Scope 2 Location-based method","Table"
"uniper_2019_report.pdf",2019,"2lb",1.12,"million metric tons CO2","million t CO2","16","Scope 2 indirect emissions using the location-based method","Text"
"uniper_2019_report.pdf",2019,"2lb",1129277,"metric tons","t","66","Greenhouse Gas Protocol Scope 2 Location-based method","Table"
"uniper_2019_report.pdf",2018,"2mb",1676689,"metric tons","t","66","Greenhouse Gas Protocol Scope 2 Market-based method","Table"
"uniper_2019_report.pdf",2019,"2mb",1.57,"million metric tons CO2","million t CO2","16","Scope 2 indirect emissions using the market-based method","Text"
"uniper_2019_report.pdf",2019,"2mb",1573672,"metric tons","t","66","Greenhouse Gas Protocol Scope 2 Market-based method","Table"
"uniper_2019_report.pdf",2018,"3",10.3,"million metric tons CO2","million t CO2","16","Scope 3 indirect emissions related to extraction and transportation of consumed
fuels","Text"
"uniper_2019_report.pdf",2019,"3",8.7,"million metric tons CO2","million t CO2","16","Scope 3 indirect emissions related to extraction and transportation of consumed
fuels","Text"
"uniper_2019_report.pdf",2019,"3",8.7,"m metric t CO2","m t CO2","67","Upstream indirect Scope 3 CO2 emissions","Table"
"webuild_2019_report.pdf",2017,"1",566952,"tCO2e","t CO2e","44","Direct emissions (Scope 1)","Table"
"webuild_2019_report.pdf",2018,"1",467234,"tCO2e","t CO2e","44","Direct emissions (Scope 1)","Table"
"webuild_2019_report.pdf",2019,"1",350593,"tCO2e","t CO2e","44","Direct emissions (Scope 1)","Table"
"webuild_2019_report.pdf",2017,"2lb",43388,"tCO2e","t CO2e","44","Indirect emissions (Scope 2)","Table"
"webuild_2019_report.pdf",2018,"2lb",54637,"tCO2e","t CO2e","44","Indirect emissions (Scope 2)","Table"
"webuild_2019_report.pdf",2019,"2lb",43371,"tCO2e","t CO2e","44","Indirect emissions (Scope 2)","Table"
"webuild_2019_report.pdf",2017,"3",137577,"tCO2e","t CO2e","44","Other indirect emissions (Scope 3)/Other indirect emissions (Scope 3) tCO2e 137,577","Table"
"webuild_2019_report.pdf",2018,"3",117528,"tCO2e","t CO2e","44","Other indirect emissions (Scope 3)/Other indirect emissions (Scope 3) tCO2e 137,577","Table"
"webuild_2019_report.pdf",2019,"3",61573,"tCO2e","t CO2e","44","Other indirect emissions (Scope 3)/Other indirect emissions (Scope 3) tCO2e 137,577","Table"
